# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName Deutsch

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
title	Abandoned shack	Verlassene Hütte	35		337880792:3 P SOS shipwreck FTMC.prefab
text2	The SOS signal came from a crashlanded small shuttle. It seems the crew survived the crash and lived here for years, until being rescued a long time ago.	Das SOS-Signal kam von einem abgestürzten kleinen Shuttle. Es scheint, dass die Besatzung den Absturz überlebte und jahrelang hier lebte, bis sie vor langer Zeit gerettet wurde.	400		337880792:3 P SOS shipwreck FTMC.prefab
reasonToDisplay	life support module salvaged	Lebenserhaltungsmodul geborgen	30		3 P SOS shipwreck FTMC.prefab

3 P warp tree crystal and visions T.prefab
title	Giant crystal	Riesiger Kristall	35		1164652445:3 P warp tree crystal and visions T.prefab
text	The signal is coming from a massive crystal. It could be precursor tech... or warp life? It has a powerful warp field around it. If we are to study it or communicate, our crew must approach on foot and without any digital tech or implants. Consuming exotic drugs before the encounter might grant their brains additional protection against the warp field.	Das Signal kommt von einem riesigen Kristall. Es könnte Vorläufertechnologie sein... oder Warp-Leben? Er ist von einem starken Warpfeld umgeben. Wenn wir ihn studieren oder kommunizieren wollen, muss unsere Besatzung zu Fuß und ohne Digitaltechnik oder Implantate hinfliegen. Der Konsum exotischer Drogen vor der Begegnung könnte ihre Gehirne zusätzlich vor dem Warpfeld schützen.	400		1164652445:3 P warp tree crystal and visions T.prefab
choiceText	Send crew to investigate	Besatzung zur Erkundung schicken	100		1164652445:3 P warp tree crystal and visions T.prefab; 1387279229:1P FOODx19, sh unique warp mushrooms.prefab
choiceText	Send crew to investigate with extra preparation [-1 exotics]	Schicken Sie die Besatzung zur Erkundung mit zusätzlicher Vorbereitung [-1 Exoten]	100		1164652445:3 P warp tree crystal and visions T.prefab
choiceText	Research from distance and leave	Aus der Ferne untersuchen und abreisen	100		1164652445:3 P warp tree crystal and visions T.prefab
choiceText	Let's see if we can scrap anything for exotics...	Schauen wir mal, ob wir etwas für Exoten abstauben können...	100		1164652445:3 P warp tree crystal and visions T.prefab
text2	Our bots carefully avoid flying too close when taking recordings of the phenomenon. We also take some samples from the soil and move on.	Unsere Bots vermeiden es sorgfältig, zu nahe zu fliegen, wenn sie Aufnahmen des Phänomens machen. Wir nehmen auch einige Proben vom Boden und ziehen weiter.	400		730614395:3 P warp tree crystal and visions T.prefab
reasonToDisplay	warp animal researched	Warptier erforscht	30		3 P warp tree crystal and visions T.prefab; 3 P warp tree crystal and visions T.prefab; 3 P warp tree crystal and visions T.prefab; 3 P warp tree crystal and visions T.prefab
title	Visions	Visionen	35		730614398:3 P warp tree crystal and visions T.prefab; 730614384:3 P warp tree crystal and visions T.prefab; 730614397:3 P warp tree crystal and visions T.prefab
text2	The crew experience strange visions, and feel a mental link forming with the crystal. One of them fails to handle the xenotelepathic intensity and must be evacuated. The crystal is a warp organism, kind of a warp "tree". It wishes to be left alone, and our crew respects that. The team takes some quick remote recordings before returning to Motherhsip.	Die Besatzung erlebt seltsame Visionen und spürt, dass sich eine mentale Verbindung mit dem Kristall bildet. Einer von ihnen wird mit der xenotelepathischen Intensität nicht fertig und muss evakuiert werden. Der Kristall ist ein Warp-Organismus, eine Art Warp-"Baum". Er möchte in Ruhe gelassen werden, und unsere Besatzung respektiert das. Das Team macht ein paar schnelle Fernaufnahmen, bevor es zum Motherhsip zurückkehrt.	400		730614398:3 P warp tree crystal and visions T.prefab
text2	The crew experience strange, psychedelic visions, and feel a mental link forming with the crystal. It is a warp organism, kind of a warp "tree". It wishes to be just left alone and contemplate the world, and our crew respects that. The landing team carries out some research and we leave quickly.	Die Besatzung erlebt seltsame, psychedelische Visionen und spürt, wie sich eine mentale Verbindung mit dem Kristall bildet. Es ist ein Warp-Organismus, eine Art Warp-"Baum". Er möchte einfach in Ruhe gelassen werden und die Welt betrachten, und die Besatzung respektiert das. Das Landeteam führt einige Untersuchungen durch und wir verlassen schnell das Schiff.	400		730614397:3 P warp tree crystal and visions T.prefab
title	Warp signal detected	Warpsignal entdeckt	35		1782794468:3 P warp tree crystal and visions T.prefab
text	A calm, sandy planet. We are picking up a strange signal from its surface. It seems very chaotic, almost random.	Ein ruhiger, sandiger Planet. Wir fangen ein seltsames Signal von seiner Oberfläche auf. Es scheint sehr chaotisch zu sein, fast zufällig.	400		1782794468:3 P warp tree crystal and visions T.prefab
text	We do not have the resources to print the exotic drugs.	Wir haben nicht die Mittel, um die exotischen Drogen zu drucken.	600		1793056416:3 P warp tree crystal and visions T.prefab
text2	The crew experience strange, psychedelic visions, and feel a mental link forming with the crystal. It is a warp organism, kind of a warp "tree". It communicates having contemplated this reality for thousands of years, sharing some of its wisdom with us. We are able to record all of it as valuable xenodata despite the existential and ultra-vague nature of the information received.	Die Besatzung erlebt seltsame, psychedelische Visionen und spürt, wie sich eine mentale Verbindung mit dem Kristall bildet. Es ist ein Warp-Organismus, eine Art Warp-"Baum". Er kommuniziert, nachdem er tausende von Jahren über diese Realität nachgedacht hat, und teilt etwas von seiner Weisheit mit uns. Wir sind in der Lage, alles davon als wertvolle Xenodaten aufzuzeichnen, trotz der existentiellen und ultravagen Natur der empfangenen Informationen.	400		730614384:3 P warp tree crystal and visions T.prefab

3 P wilderness reserve, O, moonMf and LRsensors.prefab
name2	(((Nature reserve)))	(((Naturreservat)))	25		1322043491:3 P wilderness reserve, O, moonMf and LRsensors.prefab
text	Records of this planet exist in our database, it's a protected wilderness reserve. All the guardian satellites are destroyed.\nThe local ecosystem holds no scientific value for us as it has already been thoroughly researched & recorded.	Aufzeichnungen über diesen Planeten existieren in unserer Datenbank, er ist ein geschütztes Wildnis-Reservat. Alle Wächtersatelliten sind zerstört.\nDas lokale Ökosystem hat keinen wissenschaftlichen Wert für uns, da es bereits gründlich erforscht & aufgezeichnet wurde.	400		103136378:3 P wilderness reserve, O, moonMf and LRsensors.prefab
choiceText	Send bots to investigate [-5 fuel]	Schicken Sie Bots zur Erkundung [-5 Treibstoff]	100		103136378:3 P wilderness reserve, O, moonMf and LRsensors.prefab
text	Prospector bots... %	Erkundungs-Bots... %.	50		1960476198:3 P wilderness reserve, O, moonMf and LRsensors.prefab
text2	Planetwide harvesting operations completed. Some local species underwent a small-scale extinction event due to our activities, but the ecosystem as a whole was not damaged.	Planetenweite Erntemaßnahmen abgeschlossen. Einige lokale Spezies wurden durch unsere Aktivitäten in kleinem Umfang ausgelöscht, aber das Ökosystem als Ganzes wurde nicht beschädigt.	400		1816581977:3 P wilderness reserve, O, moonMf and LRsensors.prefab
text	Prospecting revealed the planet is rich in organic harvestables. Eco-harvesting is more expensive here because our harvesting equipment would need significant reconfiguration. Large-scale Biomass harvesting is easy, but would probably destroy much of the local ecosystem and kill innumerable organisms. Orders?	Die Erkundung ergab, dass der Planet reich an organischen Rohstoffen ist. Öko-Ernte ist hier teurer, weil unsere Erntegeräte erheblich umgestellt werden müssten. Die Ernte von Biomasse im großen Stil ist einfach, würde aber wahrscheinlich einen Großteil des lokalen Ökosystems zerstören und unzählige Organismen töten. Befehle?	400		351685695:3 P wilderness reserve, O, moonMf and LRsensors.prefab
choiceText	Biomass harvest [-30 fuel]	Biomasse-Ernte [-30 Treibstoff]	100		351685695:3 P wilderness reserve, O, moonMf and LRsensors.prefab
choiceText	Eco-harvest [-30 fuel, -75 synthetics]	Öko-Ernte [-30 Treibstoff, -75 Kunststoffe]	100		351685695:3 P wilderness reserve, O, moonMf and LRsensors.prefab
choiceText	Leave. This unique ecosystem should remain untouched	Verlassen. Dieses einzigartige Ökosystem sollte unangetastet bleiben	100		351685695:3 P wilderness reserve, O, moonMf and LRsensors.prefab
choiceText	Let's see if we can scrap anything for needed resources...	Mal sehen, ob wir etwas für benötigte Ressourcen abbauen können...	100		351685695:3 P wilderness reserve, O, moonMf and LRsensors.prefab
text2	Ecological harvesting operations completed. Some of our harvester bots broke during the operation before being recovered and some got lost in the forests. Perhaps life will evolve sentience here and discover the bot remains one day. Let them have this gift from the gods.	Ökologische Ernteoperationen abgeschlossen. Einige unserer Ernte-Bots gingen während des Einsatzes kaputt, bevor sie geborgen werden konnten, und einige gingen in den Wäldern verloren. Vielleicht entwickelt das Leben hier Empfindungsvermögen und entdeckt eines Tages die Bot-Überreste. Sollen sie doch dieses Geschenk der Götter haben.	400		1816581975:3 P wilderness reserve, O, moonMf and LRsensors.prefab
text2	We decide to leave the unique ecosystem of this planet completely untouched, the same way it has been for thousands of years.	Wir beschließen, das einzigartige Ökosystem dieses Planeten völlig unberührt zu lassen, so wie es schon seit Tausenden von Jahren ist.	400		1816581974:3 P wilderness reserve, O, moonMf and LRsensors.prefab
reasonToDisplay	non-interference excercised	Nichteinmischung ausgeübt	30		3 P wilderness reserve, O, moonMf and LRsensors.prefab; 4 wr blue biotech slab ship active MTo rare weapons.prefab
text2	Ecological harvesting operations completed. Only seeds, eggs, fruits and other elements nonlethal to parent organisms harvested. No multicellular individuals killed. No accidents reported.	Ökologische Erntemaßnahmen abgeschlossen. Nur Samen, Eier, Früchte und andere für die Elternorganismen nicht tödliche Elemente geerntet. Keine mehrzelligen Individuen getötet. Keine Unfälle gemeldet.	400		1816581976:3 P wilderness reserve, O, moonMf and LRsensors.prefab
text2	The structure proved to be an abandoned sensor station, created to observe the wilderness reserve. There was no danger and we scavenged everything.	Die Struktur erwies sich als eine verlassene Sensorstation, die zur Beobachtung des Wildnisgebietes errichtet wurde. Es bestand keine Gefahr und wir haben alles geplündert.	400		1816581978:3 P wilderness reserve, O, moonMf and LRsensors.prefab
reasonToDisplay	sensor station scavenged	Sensorenstation geplündert	30		3 P wilderness reserve, O, moonMf and LRsensors.prefab
text2	The structure was a beacon left behing by a precursor species called the Chrysid. We disassembled it and salvaged everything of value, including information from the beacon's data core.	Die Struktur war ein Leuchtfeuer, das von einer Vorläuferspezies namens Chrysid zurückgelassen wurde. Wir haben sie zerlegt und alles Wertvolle geborgen, einschließlich der Informationen aus dem Datenkern der Bake.	400		1816581979:3 P wilderness reserve, O, moonMf and LRsensors.prefab
reasonToDisplay	beacon scavenged	Bake gesäubert	30		3 P wilderness reserve, O, moonMf and LRsensors.prefab
text	remote scan...	Fernscan...	50		1643826302:3 P wilderness reserve, O, moonMf and LRsensors.prefab

3 P volcanic moon storage M.prefab
text	This planet is totally worthless for our interests, but its hot moon is worth investigating. Our sensors detected dense metal mass on the surface, perhaps an artificial structure?	Dieser Planet ist für unsere Interessen völlig wertlos, aber sein heißer Mond ist es wert, untersucht zu werden. Unsere Sensoren entdeckten dichte Metallmasse auf der Oberfläche, vielleicht eine künstliche Struktur?	400		171429914:3 P volcanic moon storage M.prefab
title	Unmarked warehouses	Unmarkierte Lagerhäuser	35		1817670437:3 P volcanic moon storage M.prefab
text2	Somebody has been using this moon as a poorly hidden storage site. We found two warehouses full of neosteel bars. There was a also a fridge with cold beverages.	Jemand hat diesen Mond als schlecht versteckten Lagerplatz benutzt. Wir fanden zwei Lagerhallen voll mit Neostahlstäben. Es gab auch einen Kühlschrank mit kalten Getränken.	400		1817670437:3 P volcanic moon storage M.prefab
reasonToDisplay	warehouses looted	Lagerhäuser geplündert	30		3 P volcanic moon storage M.prefab
text2	The metals detected earlier were molten minerals flowing out of active volcanoes. The extraction cost would be too high to consider mining. The only way this visit affected the journey was inspiring one of the crewmembers tell another one that she finds her to be just like the planet they visited - boring, but hot.	Bei den zuvor entdeckten Metallen handelt es sich um geschmolzene Mineralien, die aus aktiven Vulkanen fließen. Die Abbaukosten wären zu hoch, um einen Abbau in Betracht zu ziehen. Die einzige Art und Weise, wie dieser Besuch die Reise beeinflusste, war die Inspiration eines der Besatzungsmitglieder, einem anderen zu erzählen, dass sie sie genau wie den Planeten findet, den sie besucht haben - langweilig, aber heiß.	400		1884875510:3 P volcanic moon storage M.prefab
reasonToDisplay	observation finished	Beobachtung beendet	30		3 P volcanic moon storage M.prefab

3 Pi intcyanide life, empty R.prefab
title	Cyanidians discovered	Cyanidianer entdeckt	35		278275048:3 Pi intcyanide life, empty R.prefab
text	Our sensor bots have discovered intelligent life. The planet is covered with dense cyanide jungles, dominated by carnivorous self-conscious plants who communicate with toxic airborne chemicals. Shall we contact them for science & trade?	Unsere Sensorbots haben intelligentes Leben entdeckt. Der Planet ist mit dichten Cyanidendschungeln bedeckt, die von fleischfressenden, selbstbewussten Pflanzen beherrscht werden, die mit giftigen Chemikalien in der Luft kommunizieren. Sollen wir sie für Wissenschaft und Handel kontaktieren?	400		278275048:3 Pi intcyanide life, empty R.prefab
choiceText	Contact the locals	Kontakt zu den Einheimischen	100		278275048:3 Pi intcyanide life, empty R.prefab; 1646888736:4 Pi cactibugs, steal T.prefab
newName3	cyanide jungles	Zyanid-Dschungel	25		278275048:3 Pi intcyanide life, empty R.prefab
title	Eco-harvesting successful	Eco-Harvesting erfolgreich	35		1924515571:3 Pi intcyanide life, empty R.prefab
text2	The Cyanidians proved to be co-operative. After hearing of our needs, they allowed research and eco-harvesting operations as long as we promised not to kill any plant life.	Die Zyanidianer erwiesen sich als kooperativ. Nachdem sie von unseren Bedürfnissen gehört hatten, erlaubten sie Forschung und Öko-Ernte, solange wir versprachen, kein Pflanzenleben zu töten.	400		1924515571:3 Pi intcyanide life, empty R.prefab
reasonToDisplay	eco-harvesting successful	Ökoernte erfolgreich	30		3 Pi intcyanide life, empty R.prefab
newName3	Cyanidian civilization	Cyanidianische Zivilisation	25		1924515571:3 Pi intcyanide life, empty R.prefab; 1991720645:3 Pi intcyanide life, empty R.prefab
text	Preparing for contact... %	Vorbereitungen für den Kontakt... %	50		1563223584:3 Pi intcyanide life, empty R.prefab
text2	The cyanide plants proved cooperational and excited about meeting visitors from the stars. We learned a great deal about their understanding of reality. They also gave us a hill-sized amount of half-digested dead insects, valuable organics.	Die Cyanidianer erwiesen sich als kooperativ und freuten sich auf die Begegnung mit den Besuchern von den Sternen. Wir erfuhren viel über ihr Verständnis der Realität. Außerdem schenkten sie uns eine hügelgroße Menge halb verdauter toter Insekten, wertvolle organische Stoffe.	400		1991720645:3 Pi intcyanide life, empty R.prefab
reasonToDisplay	Cyanidian gift	Zyanidisches Geschenk	30		3 Pi intcyanide life, empty R.prefab
text	Strong electromagnetic interference prevents us from scanning the planet's surface from orbit.	Starke elektromagnetische Störungen verhindern, dass wir die Planetenoberfläche aus dem Orbit scannen können.	400		692843923:3 Pi intcyanide life, empty R.prefab

3 Pi primitive energy people TEm-f.prefab
text2	After paying the agreed amount of fuel which the locals intend to consume recreationally, they lead us to a degraded wreckage. It contains an old module that can be restored to working order.	Nachdem wir die vereinbarte Menge an Treibstoff bezahlt haben, den die Einheimischen in ihrer Freizeit verbrauchen wollen, führen sie uns zu einem verfallenen Wrack. Es enthält ein altes Modul, das wieder funktionstüchtig gemacht werden kann.	400		953810035:3 Pi primitive energy people TEm-f.prefab
reasonToDisplay	salvage obtained	Bergungsgut erhalten	30		3 Pi primitive energy people TEm-f.prefab; 5 P conflict remains x4.prefab; 5 P conflict remains x4.prefab
title	Sentients contacted	Intelligente Lebewesen kontaktiert	35		1636397401:3 Pi primitive energy people TEm-f.prefab
text	We've discovered & contacted a local civilization. The Orbians seem highly intelligent despite using little technology. After having a long chat with our AI, they propose a trade. They want a battery with starfuel so they could "overcharge" themselves for pleasure. They promise an ancient piece of intact technology in return.	Wir haben eine lokale Zivilisation entdeckt und kontaktiert. Die Orbianer scheinen hochintelligent zu sein, obwohl sie nur wenig Technologie benutzen. Nach einem langen Gespräch mit unserer KI schlagen sie einen Handel vor. Sie wollen eine Batterie mit Sternentreibstoff, damit sie sich zum Vergnügen "überladen" können. Im Gegenzug versprechen sie ein uraltes Stück intakter Technologie.	400		1636397401:3 Pi primitive energy people TEm-f.prefab
choiceText	Trade [-50 fuel]	Handel [-50 Treibstoff]	100		1636397401:3 Pi primitive energy people TEm-f.prefab
newName3	Orbian civilization	Orbische Zivilisation	25		1636397401:3 Pi primitive energy people TEm-f.prefab
title	Capital missile	Rakete	35		953810037:3 Pi primitive energy people TEm-f.prefab; 2:World rules.prefab
text2	After paying the agreed amount of fuel which the locals intend to consume as a drug, they lead us to a degraded defence station. It turns out the ancient technology isn't of precursor origin, but a capital missile, installed ages past by some primitive militarists.	Nachdem wir die vereinbarte Menge Treibstoff bezahlt haben, den die Einheimischen als Droge konsumieren wollen, führen sie uns zu einer heruntergekommenen Verteidigungsstation. Es stellt sich heraus, dass die uralte Technologie nicht von den Vorläufern stammt, sondern eine Rakete ist, die vor Urzeiten von einigen primitiven Militaristen installiert wurde.	400		953810037:3 Pi primitive energy people TEm-f.prefab
reasonToDisplay	ancient missile retrieved	Antike Rakete geborgen	30		3 Pi primitive energy people TEm-f.prefab
text	Strong electrical storms in the atmosphere prevent us from observing the surface. Minimal chance of external damage if we enter the atmosphere.	Starke elektrische Stürme in der Atmosphäre hindern uns daran, die Oberfläche zu beobachten. Minimale Chance auf äußeren Schaden, wenn wir in die Atmosphäre eintreten.	400		1802416959:3 Pi primitive energy people TEm-f.prefab
choiceText	Explore planet [enter the atmosphere]	Planet erforschen [Eintritt in die Atmosphäre]	100		1802416959:3 Pi primitive energy people TEm-f.prefab
text2	The planet features ruins of a primitive invertebrate civilization. The reason for their extinction remains a mystery. Our bots also eco-harvest some organics, but the local vegetation is spread too sparsely to justify further harvesting operations.	Auf dem Planeten befinden sich Ruinen einer primitiven wirbellosen Zivilisation. Der Grund für ihre Auslöschung bleibt ein Rätsel. Unsere Bots ernten auch einige organische Stoffe, aber die lokale Vegetation ist zu spärlich verteilt, um weitere Erntemaßnahmen zu rechtfertigen.	400		895968015:3 Pi primitive energy people TEm-f.prefab

3 Pi Taodei trader T.prefab
text	The planet surface is almost exclusively covered with lifeless deserts. Some sand structures seem to be artificially made, suggesting a possibility of hidden intelligent life. Send an exploration team to find & contact locals? This might take time.	Die Planetenoberfläche ist fast ausschließlich mit leblosen Wüsten bedeckt. Einige Sandstrukturen scheinen künstlich hergestellt zu sein, was auf die Möglichkeit von verborgenem intelligentem Leben hindeutet. Ein Erkundungsteam aussenden, um Einheimische zu finden und zu kontaktieren? Das könnte einige Zeit dauern.	400		165625052:3 Pi Taodei trader T.prefab
text2	The Taodei lead us to a cave filled with broken technology. They lead us to a large object and proclaim that it is now ours.	Die Taodei führen uns zu einer Höhle, die mit kaputter Technologie gefüllt ist. Sie führen uns zu einem großen Objekt und verkünden, dass es nun uns gehört.	400		1811865575:3 Pi Taodei trader T.prefab
reasonToDisplay	technology received	Technologie erhalten	30		3 Pi Taodei trader T.prefab; 3 Pi Taodei trader T.prefab
title	Taodei	Taodei	35		102839363:3 Pi Taodei trader T.prefab; 2054808674:3 Pi Taodei trader T.prefab
text	We find the locals, a semiadvanced civilization of maggot-herders who call themselves the Taodei. It seems they have been visited by advanced species before. They are interested in trading with us. They offer advanced alien technology and ask for food and explosives.	Wir finden die Einheimischen, eine halbwegs fortgeschrittene Zivilisation von Madenhirten, die sich selbst die Taodei nennen. Es scheint, als wären sie schon einmal von fortgeschrittenen Spezies besucht worden. Sie sind an einem Handel mit uns interessiert. Sie bieten fortschrittliche Alien-Technologie an und bitten um Nahrung und Sprengstoff.	400		102839363:3 Pi Taodei trader T.prefab
choiceText	Deal [-90 organics, -30 explosives]	Handel [-90 Organik, -30 Sprengstoffe]	100		102839363:3 Pi Taodei trader T.prefab
choiceText	Return later	Später zurückkehren	100		102839363:3 Pi Taodei trader T.prefab; 1328784786:4 P command center with potential nuke.prefab; 1388994924:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2054808674:3 Pi Taodei trader T.prefab
newName3	Taodei civilization	Taodei-Zivilisation	25		102839363:3 Pi Taodei trader T.prefab
text	Searching locals... %	Suche nach Einheimischen... %	50		1141488427:3 Pi Taodei trader T.prefab
text2	The Taodei lead us to a location with some technological debris. We realize these are ancient escape pods, heavily degraded. There is not much to take, but we salvage everything.	Die Taodei führen uns zu einem Ort mit einigen technologischen Trümmern. Wir erkennen, dass es sich um uralte Rettungskapseln handelt, die stark degradiert sind. Es gibt nicht viel zu holen, aber wir bergen alles.	400		1879070649:3 Pi Taodei trader T.prefab
text2	We were are able to restore functionality to the engines.	Es gelingt uns, die Funktionalität der Triebwerke wiederherzustellen.	400		1879070648:3 Pi Taodei trader T.prefab
reasonToDisplay	ancient engines restored	Antike Triebwerke restauriert	30		3 Pi Taodei trader T.prefab
text	The Taodei lead us to a large dune, which proves to be a huge shipwreck covered in sand. The whole thing is heavily degraded and might explode into pieces if moved. Incredibly, further analysis proves it would be possible to restore the ship's engines. The restoration works would have to be done on the spot though.	Die Taodei führen uns zu einer großen Düne, die sich als ein riesiges, mit Sand bedecktes Schiffswrack erweist. Das Ganze ist stark degradiert und könnte in Stücke explodieren, wenn es bewegt wird. Unglaublicherweise erweist sich bei einer weiteren Analyse, dass es möglich wäre, die Motoren des Schiffes zu restaurieren. Die Restaurierungsarbeiten müssten allerdings an Ort und Stelle durchgeführt werden.	400		2054808674:3 Pi Taodei trader T.prefab
choiceText	Repair the engines [-75 synthetics]	Reparatur der Triebwerke [-75 Kunststoffe]	100		2054808674:3 Pi Taodei trader T.prefab
text	restoration works.. %	Restaurierungsarbeiten... %	50		1891604396:3 Pi Taodei trader T.prefab
text	We didn't find anything in this sweep, but may try searching more.	Wir haben bei dieser Suche nichts gefunden, werden aber vielleicht noch weiter suchen.	400		537865326:3 Pi Taodei trader T.prefab

4 P anomaly planet sucker R.prefab
name3	Anomaly around planet	Anomalie um den Planeten	25		812763486:4 P anomaly planet sucker R.prefab
text2	As we arrive in the vicinity of the planet, a small circle of fire appears next to it. The circle starts to quickly heat the planet with the strength of a small star until the entire planet becomes a boiling rock....	Als wir in der Nähe des Planeten ankommen, erscheint ein kleiner Feuerkreis neben dem Planeten. Der Kreis beginnt, den Planeten schnell mit der Kraft eines kleinen Sterns zu erhitzen, bis der gesamte Planet zu einem kochenden Felsen wird....	400		1307301973:4 P anomaly planet sucker R.prefab
text2	The circle then sucks the semiliquid planet into itself and leaves through a warphole. We have witnessed a mega-anomaly having a meal.	Dann saugt der Kreis den halbflüssigen Planeten in sich hinein und verlässt ihn durch ein Warp-Loch. Wir wurden Zeuge, wie eine Mega-Anomalie eine Mahlzeit einnahm.	400		1307301970:4 P anomaly planet sucker R.prefab
reasonToDisplay	scientific data obtained	Wissenschaftliche Daten gewonnen	30		4 P anomaly planet sucker R.prefab

4 P chemical soup FEO 02.prefab
text2	Extraction and processing operations completed.	Extraktions- und Verarbeitungsoperationen abgeschlossen.	400		1085229129:4 P chemical soup FEO 02.prefab
reasonToDisplay	operations complete	Operationen abgeschlossen	30		4 P chemical soup FEO 02.prefab; 4 P chemical soup FEO 02.prefab; 4 P chemical soup FEO 02.prefab; 5 wr. shipsx8.prefab
text	This is a rare "Rainbow world", covered in a super-active semibiological "soup" of various chemicals. We could easily set up some extraction facilities here and get a good load of resources we need.	Dies ist eine seltene "Regenbogenwelt", bedeckt mit einer superaktiven semibiologischen "Suppe" aus verschiedenen Chemikalien. Wir könnten hier leicht einige Extraktionsanlagen einrichten und eine gute Ladung der benötigten Ressourcen erhalten.	400		1767816495:4 P chemical soup FEO 02.prefab
choiceText	Set up organics extractor [-50 metals]	Organik-Extraktor einrichten [-50 Metalle]	100		1767816495:4 P chemical soup FEO 02.prefab
choiceText	Set up fuel processor [-50 metals]	Treibstoff-Prozessor einrichten [-50 Metalle]	100		1767816495:4 P chemical soup FEO 02.prefab
choiceText	Set up explosives processor [-60 metals]	Sprengstoffe-Prozessor einrichten [-60 Metalle]	100		1767816495:4 P chemical soup FEO 02.prefab
text2	Extraction and processing operations completed without incidents.	Extraktions- und Verarbeitungsvorgänge ohne Zwischenfälle abgeschlossen.	400		1085229128:4 P chemical soup FEO 02.prefab; 1085229131:4 P chemical soup FEO 02.prefab
title	Chemical anomaly	Chemische Anomalie	35		1085229130:4 P chemical soup FEO 02.prefab
text2	Unexplainable chemical processes within the freshly extracted explosive elements caused them to become corrosive, damaging and ultimately dissolving our processing facilities. We scavenged some of the materials and may try to build new ones.	Unerklärliche chemische Prozesse innerhalb der frisch extrahierten explosiven Elemente führten dazu, dass diese korrosiv wurden und unsere Verarbeitungsanlagen beschädigten und schließlich auflösten. Wir haben einen Teil der Materialien eingesammelt und werden möglicherweise versuchen, neue Anlagen zu bauen.	400		1085229130:4 P chemical soup FEO 02.prefab
reasonToDisplay	accidents	Unfälle	30		4 P chemical soup FEO 02.prefab
text	Strong electromagnetic interference prevents us from scanning the planet's surface from orbit. We cannot see what's down there without entering the atmosphere.	Starke elektromagnetische Interferenzen verhindern, dass wir die Planetenoberfläche aus dem Orbit scannen können. Wir können nicht sehen, was dort unten ist, ohne in die Atmosphäre einzutreten.	400		1933836053:4 P chemical soup FEO 02.prefab

4 P command center with potential nuke.prefab
text	Exploring building... %	Gebäude erforschen... %	50		537886566:4 P command center with potential nuke.prefab
title	Nuke obtained	Nuke erhalten	35		522506459:4 P command center with potential nuke.prefab
text2	Our industrial-grade energy cutters are eventually able to cut the building in half. The capital missile inside is well preserved. We are also able to scavenge a small amount of military-grade materials.	Unsere industriellen Energieschneider sind schließlich in der Lage, das Gebäude in zwei Hälften zu schneiden. Die Rakete im Inneren ist gut erhalten. Wir sind auch in der Lage, eine kleine Menge an militärischen Materialien zu bergen.	400		522506459:4 P command center with potential nuke.prefab
reasonToDisplay	capital missile salvaged	Rakete geborgen	30		4 P command center with potential nuke.prefab
title	Abandoned building	Verlassenes Gebäude	35		1328784784:4 P command center with potential nuke.prefab; 1328784786:4 P command center with potential nuke.prefab; 1328784788:4 P command center with potential nuke.prefab
